"","bacteria","timepoint",".y.","group1","group2","p","p.format","p.signif","method","p.adj","p.adj.signif","taxa_level"
"781","GGB75109","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.353943522527695,"ns","genius"
"782","GGB75109","D26","mean","EtOH Male","Ctl Male",0.6548863008048,"0.65489","ns","Wilcoxon",0.6548863008048,"ns","genius"
"783","GGB75109","D26","mean","EtOH Male","EtOH Female",0.000479969777050772,"0.00048","***","Wilcoxon",0.00287981866230463,"**","genius"
"784","GGB75109","D26","mean","Ctl Female","Ctl Male",0.179712494879,"0.17971","ns","Wilcoxon",0.2695687423185,"ns","genius"
"785","GGB75109","D26","mean","Ctl Female","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.0064317412920627,"**","genius"
"786","GGB75109","D26","mean","Ctl Male","EtOH Female",0.00321587064603135,"0.00322","**","Wilcoxon",0.0064317412920627,"**","genius"
"787","GGB75314","D26","mean","EtOH Male","Ctl Female",0.0088558370628688,"0.00886","**","Wilcoxon",0.0193734331530815,"*","genius"
"788","GGB75314","D26","mean","EtOH Male","Ctl Male",0.0088558370628688,"0.00886","**","Wilcoxon",0.0193734331530815,"*","genius"
"789","GGB75314","D26","mean","EtOH Male","EtOH Female",0.0913957155235172,"0.09140","ns","Wilcoxon",0.0913957155235172,"ns","genius"
"790","GGB75314","D26","mean","Ctl Female","EtOH Female",0.0154987465224652,"0.01550","*","Wilcoxon",0.0193734331530815,"*","genius"
"791","GGB75314","D26","mean","Ctl Male","EtOH Female",0.0154987465224652,"0.01550","*","Wilcoxon",0.0193734331530815,"*","genius"
"792","GGB75900","D26","mean","EtOH Male","Ctl Female",0.523698523698524,"0.52370","ns","Wilcoxon",0.785062273512924,"ns","genius"
"793","GGB75900","D26","mean","EtOH Male","Ctl Male",0.0652680652680653,"0.06527","ns","Wilcoxon",0.391608391608392,"ns","genius"
"794","GGB75900","D26","mean","EtOH Male","EtOH Female",0.733109295760819,"0.73311","ns","Wilcoxon",0.785062273512924,"ns","genius"
"795","GGB75900","D26","mean","Ctl Female","Ctl Male",0.30952380952381,"0.30952","ns","Wilcoxon",0.785062273512924,"ns","genius"
"796","GGB75900","D26","mean","Ctl Female","EtOH Female",0.785062273512924,"0.78506","ns","Wilcoxon",0.785062273512924,"ns","genius"
"797","GGB75900","D26","mean","Ctl Male","EtOH Female",0.785062273512924,"0.78506","ns","Wilcoxon",0.785062273512924,"ns","genius"
"798","GGB81440","D26","mean","EtOH Male","Ctl Female",0.0295260295260295,"0.02953","*","Wilcoxon",0.0839160839160839,"ns","genius"
"799","GGB81440","D26","mean","EtOH Male","Ctl Male",0.0108780108780109,"0.01088","*","Wilcoxon",0.0652680652680653,"ns","genius"
"800","GGB81440","D26","mean","EtOH Male","EtOH Female",0.370382558617853,"0.37038","ns","Wilcoxon",0.370382558617853,"ns","genius"
"801","GGB81440","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.180952380952381,"ns","genius"
"802","GGB81440","D26","mean","Ctl Female","EtOH Female",0.041958041958042,"0.04196","*","Wilcoxon",0.0839160839160839,"ns","genius"
"803","GGB81440","D26","mean","Ctl Male","EtOH Female",0.0599400599400599,"0.05994","ns","Wilcoxon",0.0899100899100899,"ns","genius"
"804","Gemella","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"805","Gemella","D26","mean","EtOH Male","Ctl Male",0.210648421249306,"0.21065","ns","Wilcoxon",0.315972631873959,"ns","genius"
"806","Gemella","D26","mean","EtOH Male","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"807","Gemella","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"808","Gemella","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"809","Gemella","D26","mean","Ctl Male","EtOH Female",0.139787801566035,"0.13979","ns","Wilcoxon",0.27957560313207,"ns","genius"
"810","Granulicatella","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"811","Granulicatella","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.41696231133569,"ns","genius"
"812","Granulicatella","D26","mean","EtOH Male","EtOH Female",0.722149984698059,"0.72215","ns","Wilcoxon",0.722149984698059,"ns","genius"
"813","Granulicatella","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"814","Granulicatella","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"815","Granulicatella","D26","mean","Ctl Male","EtOH Female",0.18387320155222,"0.18387","ns","Wilcoxon",0.36774640310444,"ns","genius"
"816","Granulimonas","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"817","Granulimonas","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"818","Granulimonas","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"819","Granulimonas","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.019047619047619,"*","genius"
"820","Granulimonas","D26","mean","Ctl Female","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"821","Granulimonas","D26","mean","Ctl Male","EtOH Female",0.003996003996004,"0.00400","**","Wilcoxon",0.00599400599400599,"**","genius"
"822","Helicobacter","D26","mean","EtOH Male","Ctl Female",0.943278943278943,"0.94328","ns","Wilcoxon",0.943278943278943,"ns","genius"
"823","Helicobacter","D26","mean","EtOH Male","Ctl Male",0.338681290742626,"0.33868","ns","Wilcoxon",0.502260402293194,"ns","genius"
"824","Helicobacter","D26","mean","EtOH Male","EtOH Female",0.0479889682297057,"0.04799","*","Wilcoxon",0.0959779364594115,"ns","genius"
"825","Helicobacter","D26","mean","Ctl Female","Ctl Male",0.0119252335930176,"0.01193","*","Wilcoxon",0.0357757007790528,"*","genius"
"826","Helicobacter","D26","mean","Ctl Female","EtOH Female",0.00331872366133435,"0.00332","**","Wilcoxon",0.0199123419680061,"*","genius"
"827","Helicobacter","D26","mean","Ctl Male","EtOH Female",0.418550335244328,"0.41855","ns","Wilcoxon",0.502260402293194,"ns","genius"
"828","Jeotgalicoccus","D26","mean","EtOH Male","Ctl Female",0.559108585390204,"0.55911","ns","Wilcoxon",0.910853315661167,"ns","genius"
"829","Jeotgalicoccus","D26","mean","EtOH Male","Ctl Male",0.936580335966056,"0.93658","ns","Wilcoxon",0.936580335966056,"ns","genius"
"830","Jeotgalicoccus","D26","mean","EtOH Male","EtOH Female",0.576312315051919,"0.57631","ns","Wilcoxon",0.910853315661167,"ns","genius"
"831","Jeotgalicoccus","D26","mean","Ctl Female","Ctl Male",0.607235543774111,"0.60724","ns","Wilcoxon",0.910853315661167,"ns","genius"
"832","Jeotgalicoccus","D26","mean","Ctl Female","EtOH Female",0.301319838480641,"0.30132","ns","Wilcoxon",0.910853315661167,"ns","genius"
"833","Jeotgalicoccus","D26","mean","Ctl Male","EtOH Female",0.775823498684159,"0.77582","ns","Wilcoxon",0.930988198420991,"ns","genius"
"834","Klebsiella","D26","mean","EtOH Male","Ctl Female",0.284382284382284,"0.28438","ns","Wilcoxon",0.426573426573427,"ns","genius"
"835","Klebsiella","D26","mean","EtOH Male","Ctl Male",0.170940170940171,"0.17094","ns","Wilcoxon",0.341880341880342,"ns","genius"
"836","Klebsiella","D26","mean","EtOH Male","EtOH Female",0.888358700123406,"0.88836","ns","Wilcoxon",0.888358700123406,"ns","genius"
"837","Klebsiella","D26","mean","Ctl Female","Ctl Male",0.547619047619048,"0.54762","ns","Wilcoxon",0.657142857142857,"ns","genius"
"838","Klebsiella","D26","mean","Ctl Female","EtOH Female",0.111888111888112,"0.11189","ns","Wilcoxon",0.335664335664336,"ns","genius"
"839","Klebsiella","D26","mean","Ctl Male","EtOH Female",0.0599400599400599,"0.05994","ns","Wilcoxon",0.335664335664336,"ns","genius"
"840","Lachnoanaerobaculum","D26","mean","EtOH Male","Ctl Female",0.165790199575059,"0.16579","ns","Wilcoxon",0.207237749468824,"ns","genius"
"841","Lachnoanaerobaculum","D26","mean","EtOH Male","Ctl Male",0.165790199575059,"0.16579","ns","Wilcoxon",0.207237749468824,"ns","genius"
"842","Lachnoanaerobaculum","D26","mean","EtOH Male","EtOH Female",0.829406356088729,"0.82941","ns","Wilcoxon",0.829406356088729,"ns","genius"
"843","Lachnoanaerobaculum","D26","mean","Ctl Female","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.207237749468824,"ns","genius"
"844","Lachnoanaerobaculum","D26","mean","Ctl Male","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.207237749468824,"ns","genius"
"845","Lachnospiraceae_unclassified","D26","mean","EtOH Male","Ctl Female",0.0295260295260295,"0.02953","*","Wilcoxon",0.177156177156177,"ns","genius"
"846","Lachnospiraceae_unclassified","D26","mean","EtOH Male","Ctl Male",0.284382284382284,"0.28438","ns","Wilcoxon",0.357242757242757,"ns","genius"
"847","Lachnospiraceae_unclassified","D26","mean","EtOH Male","EtOH Female",0.0927190456602221,"0.09272","ns","Wilcoxon",0.278157136980666,"ns","genius"
"848","Lachnospiraceae_unclassified","D26","mean","Ctl Female","Ctl Male",0.222222222222222,"0.22222","ns","Wilcoxon",0.357242757242757,"ns","genius"
"849","Lachnospiraceae_unclassified","D26","mean","Ctl Female","EtOH Female",0.797202797202797,"0.79720","ns","Wilcoxon",0.797202797202797,"ns","genius"
"850","Lachnospiraceae_unclassified","D26","mean","Ctl Male","EtOH Female",0.297702297702298,"0.29770","ns","Wilcoxon",0.357242757242757,"ns","genius"
"851","Lactobacillus","D26","mean","EtOH Male","Ctl Female",0.284382284382284,"0.28438","ns","Wilcoxon",0.284382284382284,"ns","genius"
"852","Lactobacillus","D26","mean","EtOH Male","Ctl Male",0.00310800310800311,"0.00311","**","Wilcoxon",0.00466200466200466,"**","genius"
"853","Lactobacillus","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"854","Lactobacillus","D26","mean","Ctl Female","Ctl Male",0.0952380952380952,"0.09524","ns","Wilcoxon",0.114285714285714,"ns","genius"
"855","Lactobacillus","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"856","Lactobacillus","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"857","Leptotrichia","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.294952935439746,"ns","genius"
"858","Leptotrichia","D26","mean","EtOH Male","Ctl Male",0.294952935439746,"0.29495","ns","Wilcoxon",0.294952935439746,"ns","genius"
"859","Leptotrichia","D26","mean","EtOH Male","EtOH Female",0.144216824356787,"0.14422","ns","Wilcoxon",0.294952935439746,"ns","genius"
"860","Ligilactobacillus","D26","mean","EtOH Male","EtOH Female",0.0198987567571395,"0.01990","*","Wilcoxon",0.0596962702714184,"ns","genius"
"861","Ligilactobacillus","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.0622268952200788,"ns","genius"
"862","Ligilactobacillus","D26","mean","Ctl Male","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.0622268952200788,"ns","genius"
"863","Limosilactobacillus","D26","mean","EtOH Male","Ctl Female",0.00310800310800311,"0.00311","**","Wilcoxon",0.0039121413545685,"**","genius"
"864","Limosilactobacillus","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.0039121413545685,"**","genius"
"865","Limosilactobacillus","D26","mean","EtOH Male","EtOH Female",0.00326011779547375,"0.00326","**","Wilcoxon",0.0039121413545685,"**","genius"
"866","Limosilactobacillus","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.00793650793650794,"**","genius"
"867","Limosilactobacillus","D26","mean","Ctl Female","EtOH Female",0.00321587064603135,"0.00322","**","Wilcoxon",0.0039121413545685,"**","genius"
"868","Limosilactobacillus","D26","mean","Ctl Male","EtOH Female",0.00321587064603135,"0.00322","**","Wilcoxon",0.0039121413545685,"**","genius"
"869","Mammaliicoccus","D26","mean","EtOH Male","Ctl Female",0.170940170940171,"0.17094","ns","Wilcoxon",0.284715284715285,"ns","genius"
"870","Mammaliicoccus","D26","mean","EtOH Male","Ctl Male",0.170940170940171,"0.17094","ns","Wilcoxon",0.284715284715285,"ns","genius"
"871","Mammaliicoccus","D26","mean","EtOH Male","EtOH Female",0.0152200740436035,"0.01522","*","Wilcoxon",0.0913204442616207,"ns","genius"
"872","Mammaliicoccus","D26","mean","Ctl Female","Ctl Male",0.841269841269841,"0.84127","ns","Wilcoxon",0.841269841269841,"ns","genius"
"873","Mammaliicoccus","D26","mean","Ctl Female","EtOH Female",0.297702297702298,"0.29770","ns","Wilcoxon",0.357242757242757,"ns","genius"
"874","Mammaliicoccus","D26","mean","Ctl Male","EtOH Female",0.18981018981019,"0.18981","ns","Wilcoxon",0.284715284715285,"ns","genius"
"875","Megasphaera","D26","mean","EtOH Male","EtOH Female",0.409395486209919,"0.40940","ns","Wilcoxon",0.550984987585094,"ns","genius"
"876","Megasphaera","D26","mean","Ctl Female","EtOH Female",0.550984987585094,"0.55098","ns","Wilcoxon",0.550984987585094,"ns","genius"
"877","Megasphaera","D26","mean","Ctl Male","EtOH Female",0.550984987585094,"0.55098","ns","Wilcoxon",0.550984987585094,"ns","genius"
"878","Microbacterium","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.49158822573291,"ns","genius"
"879","Microbacterium","D26","mean","EtOH Male","Ctl Male",0.921146310712617,"0.92115","ns","Wilcoxon",0.921146310712617,"ns","genius"
"880","Microbacterium","D26","mean","EtOH Male","EtOH Female",0.144216824356787,"0.14422","ns","Wilcoxon",0.49158822573291,"ns","genius"
"881","Microbacterium","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.529638496458492,"ns","genius"
"882","Microbacterium","D26","mean","Ctl Male","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.49158822573291,"ns","genius"
"883","Mogibacterium","D26","mean","EtOH Male","Ctl Female",0.165790199575059,"0.16579","ns","Wilcoxon",0.497370598725178,"ns","genius"
"884","Mogibacterium","D26","mean","EtOH Male","Ctl Male",0.421066718783607,"0.42107","ns","Wilcoxon",0.508452956600152,"ns","genius"
"885","Mogibacterium","D26","mean","EtOH Male","EtOH Female",0.914208681425545,"0.91421","ns","Wilcoxon",0.914208681425545,"ns","genius"
"886","Mogibacterium","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"887","Mogibacterium","D26","mean","Ctl Female","EtOH Female",0.112601949929587,"0.11260","ns","Wilcoxon",0.497370598725178,"ns","genius"
"888","Mogibacterium","D26","mean","Ctl Male","EtOH Female",0.351161990202848,"0.35116","ns","Wilcoxon",0.508452956600152,"ns","genius"
"889","Muribaculaceae_unclassified","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00932400932400932,"**","genius"
"890","Muribaculaceae_unclassified","D26","mean","EtOH Male","Ctl Male",0.0932400932400932,"0.09324","ns","Wilcoxon",0.186480186480186,"ns","genius"
"891","Muribaculaceae_unclassified","D26","mean","EtOH Male","EtOH Female",0.742986425339367,"0.74299","ns","Wilcoxon",0.89158371040724,"ns","genius"
"892","Muribaculaceae_unclassified","D26","mean","Ctl Female","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"893","Muribaculaceae_unclassified","D26","mean","Ctl Female","EtOH Female",0.003996003996004,"0.00400","**","Wilcoxon",0.011988011988012,"*","genius"
"894","Muribaculaceae_unclassified","D26","mean","Ctl Male","EtOH Female",0.146853146853147,"0.14685","ns","Wilcoxon",0.22027972027972,"ns","genius"
"895","Muribaculum","D26","mean","EtOH Male","Ctl Female",0.284382284382284,"0.28438","ns","Wilcoxon",0.284382284382284,"ns","genius"
"896","Muribaculum","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"897","Muribaculum","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"898","Muribaculum","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0119047619047619,"*","genius"
"899","Muribaculum","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"900","Muribaculum","D26","mean","Ctl Male","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.0347652347652348,"*","genius"
"901","Mycobacteroides","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.907360366741497,"ns","genius"
"902","Mycobacteroides","D26","mean","EtOH Male","Ctl Male",0.907360366741497,"0.90736","ns","Wilcoxon",0.907360366741497,"ns","genius"
"903","Mycobacteroides","D26","mean","EtOH Male","EtOH Female",0.772320634564078,"0.77232","ns","Wilcoxon",0.907360366741497,"ns","genius"
"904","Mycobacteroides","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.907360366741497,"ns","genius"
"905","Mycobacteroides","D26","mean","Ctl Female","EtOH Female",0.324872097767525,"0.32487","ns","Wilcoxon",0.907360366741497,"ns","genius"
"906","Mycobacteroides","D26","mean","Ctl Male","EtOH Female",0.852814571899652,"0.85281","ns","Wilcoxon",0.907360366741497,"ns","genius"
"907","Neglectibacter","D26","mean","EtOH Male","Ctl Female",0.222222222222222,"0.22222","ns","Wilcoxon",0.222222222222222,"ns","genius"
"908","Neglectibacter","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"909","Neglectibacter","D26","mean","EtOH Male","EtOH Female",0.0927190456602221,"0.09272","ns","Wilcoxon",0.111262854792267,"ns","genius"
"910","Neglectibacter","D26","mean","Ctl Female","Ctl Male",0.0555555555555556,"0.05556","ns","Wilcoxon",0.0833333333333333,"ns","genius"
"911","Neglectibacter","D26","mean","Ctl Female","EtOH Female",0.011988011988012,"0.01199","*","Wilcoxon",0.023976023976024,"*","genius"
"912","Neglectibacter","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00466200466200466,"**","genius"
"913","Neisseria","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"914","Neisseria","D26","mean","EtOH Male","Ctl Male",0.210648421249306,"0.21065","ns","Wilcoxon",0.315972631873959,"ns","genius"
"915","Neisseria","D26","mean","EtOH Male","EtOH Female",0.722149984698059,"0.72215","ns","Wilcoxon",0.722149984698059,"ns","genius"
"916","Neisseria","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"917","Neisseria","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"918","Neisseria","D26","mean","Ctl Male","EtOH Female",0.18387320155222,"0.18387","ns","Wilcoxon",0.315972631873959,"ns","genius"
"919","Oribacterium","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"920","Oribacterium","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.41696231133569,"ns","genius"
"921","Oribacterium","D26","mean","EtOH Male","EtOH Female",0.878875898060473,"0.87888","ns","Wilcoxon",0.878875898060473,"ns","genius"
"922","Oribacterium","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"923","Oribacterium","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"924","Oribacterium","D26","mean","Ctl Male","EtOH Female",0.18387320155222,"0.18387","ns","Wilcoxon",0.36774640310444,"ns","genius"
"925","Oscillibacter","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.294952935439746,"ns","genius"
"926","Oscillibacter","D26","mean","EtOH Male","Ctl Male",0.294952935439746,"0.29495","ns","Wilcoxon",0.294952935439746,"ns","genius"
"927","Oscillibacter","D26","mean","EtOH Male","EtOH Female",0.215025370325627,"0.21503","ns","Wilcoxon",0.294952935439746,"ns","genius"
"928","Oscillibacter","D26","mean","Ctl Female","EtOH Female",0.0618366941388789,"0.06184","ns","Wilcoxon",0.154591735347197,"ns","genius"
"929","Oscillibacter","D26","mean","Ctl Male","EtOH Female",0.0618366941388789,"0.06184","ns","Wilcoxon",0.154591735347197,"ns","genius"
"930","Oscillospiraceae_unclassified","D26","mean","EtOH Male","Ctl Female",0.621600621600622,"0.62160","ns","Wilcoxon",0.745920745920746,"ns","genius"
"931","Oscillospiraceae_unclassified","D26","mean","EtOH Male","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"932","Oscillospiraceae_unclassified","D26","mean","EtOH Male","EtOH Female",0.480707527766351,"0.48071","ns","Wilcoxon",0.745920745920746,"ns","genius"
"933","Oscillospiraceae_unclassified","D26","mean","Ctl Female","Ctl Male",0.547619047619048,"0.54762","ns","Wilcoxon",0.745920745920746,"ns","genius"
"934","Oscillospiraceae_unclassified","D26","mean","Ctl Female","EtOH Female",0.606393606393606,"0.60639","ns","Wilcoxon",0.745920745920746,"ns","genius"
"935","Oscillospiraceae_unclassified","D26","mean","Ctl Male","EtOH Female",0.606393606393606,"0.60639","ns","Wilcoxon",0.745920745920746,"ns","genius"
"936","Paramuribaculum","D26","mean","EtOH Male","Ctl Female",0.724164724164724,"0.72416","ns","Wilcoxon",0.868997668997669,"ns","genius"
"937","Paramuribaculum","D26","mean","EtOH Male","Ctl Male",0.00310800310800311,"0.00311","**","Wilcoxon",0.00621600621600622,"**","genius"
"938","Paramuribaculum","D26","mean","EtOH Male","EtOH Female",0.000987248046071575,"0.00099","***","Wilcoxon",0.002997002997003,"**","genius"
"939","Paramuribaculum","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0119047619047619,"*","genius"
"940","Paramuribaculum","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"941","Paramuribaculum","D26","mean","Ctl Male","EtOH Female",0.898101898101898,"0.89810","ns","Wilcoxon",0.898101898101898,"ns","genius"
"942","Parasutterella","D26","mean","EtOH Male","Ctl Female",0.0186480186480186,"0.01865","*","Wilcoxon",0.0223776223776224,"*","genius"
"943","Parasutterella","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"944","Parasutterella","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"945","Parasutterella","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.0223776223776224,"*","genius"
"946","Parasutterella","D26","mean","Ctl Female","EtOH Female",0.011988011988012,"0.01199","*","Wilcoxon",0.0223776223776224,"*","genius"
"947","Parasutterella","D26","mean","Ctl Male","EtOH Female",0.606393606393606,"0.60639","ns","Wilcoxon",0.606393606393606,"ns","genius"
"948","Parvibacter","D26","mean","EtOH Male","Ctl Female",0.0108780108780109,"0.01088","*","Wilcoxon",0.0130536130536131,"*","genius"
"949","Parvibacter","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"950","Parvibacter","D26","mean","EtOH Male","EtOH Female",0.00246812011517894,"0.00247","**","Wilcoxon",0.00493624023035788,"**","genius"
"951","Parvibacter","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0119047619047619,"*","genius"
"952","Parvibacter","D26","mean","Ctl Female","EtOH Female",0.606393606393606,"0.60639","ns","Wilcoxon",0.606393606393606,"ns","genius"
"953","Parvibacter","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00466200466200466,"**","genius"
"954","Parvimonas","D26","mean","EtOH Male","Ctl Female",0.766489703676823,"0.76649","ns","Wilcoxon",1,"ns","genius"
"955","Parvimonas","D26","mean","EtOH Male","Ctl Male",0.294952935439746,"0.29495","ns","Wilcoxon",0.847421594333587,"ns","genius"
"956","Parvimonas","D26","mean","EtOH Male","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"957","Parvimonas","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.847421594333587,"ns","genius"
"958","Parvimonas","D26","mean","Ctl Female","EtOH Female",0.867361284944092,"0.86736","ns","Wilcoxon",1,"ns","genius"
"959","Parvimonas","D26","mean","Ctl Male","EtOH Female",0.194047208716884,"0.19405","ns","Wilcoxon",0.847421594333587,"ns","genius"
"960","Peptostreptococcus","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.527089256865538,"ns","genius"
"961","Peptostreptococcus","D26","mean","EtOH Male","Ctl Male",0.527089256865538,"0.52709","ns","Wilcoxon",0.527089256865538,"ns","genius"
"962","Peptostreptococcus","D26","mean","EtOH Male","EtOH Female",0.34577858615116,"0.34578","ns","Wilcoxon",0.527089256865538,"ns","genius"
"963","Phocaeicola","D26","mean","EtOH Male","Ctl Female",0.00332136518908046,"0.00332","**","Wilcoxon",0.00996409556724137,"**","genius"
"964","Phocaeicola","D26","mean","EtOH Male","Ctl Male",0.0195960240063568,"0.01960","*","Wilcoxon",0.0235152288076281,"*","genius"
"965","Phocaeicola","D26","mean","EtOH Male","EtOH Female",0.684459751030285,"0.68446","ns","Wilcoxon",0.684459751030285,"ns","genius"
"966","Phocaeicola","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0119047619047619,"*","genius"
"967","Phocaeicola","D26","mean","Ctl Female","EtOH Female",0.00321587064603135,"0.00322","**","Wilcoxon",0.00996409556724137,"**","genius"
"968","Phocaeicola","D26","mean","Ctl Male","EtOH Female",0.00739602108705287,"0.00740","**","Wilcoxon",0.0119047619047619,"*","genius"
"969","Phyllobacterium","D26","mean","EtOH Male","Ctl Male",0.268381627292761,"0.26838","ns","Wilcoxon",0.402572440939141,"ns","genius"
"970","Phyllobacterium","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.423710797166793,"ns","genius"
"971","Phyllobacterium","D26","mean","Ctl Male","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.402572440939141,"ns","genius"
"972","Porphyromonas","D26","mean","EtOH Male","Ctl Female",0.907360366741497,"0.90736","ns","Wilcoxon",1,"ns","genius"
"973","Porphyromonas","D26","mean","EtOH Male","Ctl Male",0.907360366741497,"0.90736","ns","Wilcoxon",1,"ns","genius"
